roundNum,driverref,points,wins,nationality,dob,constructorId
8,gasly,16,0,French,1996-02-07,alphatauri
8,alonso,16,0,Spanish,1981-07-29,alpine
8,kevin_magnussen,15,0,Danish,1992-10-05,haas
8,ricciardo,15,0,Australian,1989-07-01,mclaren
8,vettel,13,0,German,1987-07-03,aston_martin
8,tsunoda,11,0,Japanese,2000-05-11,alphatauri
8,albon,3,0,Thai,1996-03-23,williams
8,stroll,2,0,Canadian,1998-10-29,aston_martin
8,zhou,1,0,Chinese,1999-05-30,alfa
8,mick_schumacher,0,0,German,1999-03-22,haas
8,hulkenberg,0,0,German,1987-08-19,aston_martin
8,latifi,0,0,Canadian,1995-06-29,williams
9,max_verstappen,175,6,Dutch,1997-09-30,red_bull
9,perez,129,1,Mexican,1990-01-26,red_bull
9,leclerc,126,2,Monegasque,1997-10-16,ferrari
9,russell,111,0,British,1998-02-15,mercedes
9,sainz,102,0,Spanish,1994-09-01,ferrari
9,hamilton,77,0,British,1985-01-07,mercedes
9,norris,50,0,British,1999-11-13,mclaren
9,bottas,46,0,Finnish,1989-08-28,alfa
9,ocon,39,0,French,1996-09-17,alpine
9,alonso,18,0,Spanish,1981-07-29,alpine
9,gasly,16,0,French,1996-02-07,alphatauri
9,kevin_magnussen,15,0,Danish,1992-10-05,haas
9,ricciardo,15,0,Australian,1989-07-01,mclaren
9,vettel,13,0,German,1987-07-03,aston_martin
9,tsunoda,11,0,Japanese,2000-05-11,alphatauri
9,zhou,5,0,Chinese,1999-05-30,alfa
9,albon,3,0,Thai,1996-03-23,williams
9,stroll,3,0,Canadian,1998-10-29,aston_martin
9,mick_schumacher,0,0,German,1999-03-22,haas
9,hulkenberg,0,0,German,1987-08-19,aston_martin
9,latifi,0,0,Canadian,1995-06-29,williams
10,max_verstappen,181,6,Dutch,1997-09-30,red_bull
10,perez,147,1,Mexican,1990-01-26,red_bull
10,leclerc,138,2,Monegasque,1997-10-16,ferrari
10,sainz,127,1,Spanish,1994-09-01,ferrari
10,russell,111,0,British,1998-02-15,mercedes
10,hamilton,93,0,British,1985-01-07,mercedes
10,norris,58,0,British,1999-11-13,mclaren
10,bottas,46,0,Finnish,1989-08-28,alfa
10,ocon,39,0,French,1996-09-17,alpine
10,alonso,28,0,Spanish,1981-07-29,alpine
10,gasly,16,0,French,1996-02-07,alphatauri
10,kevin_magnussen,16,0,Danish,1992-10-05,haas
10,vettel,15,0,German,1987-07-03,aston_martin
10,ricciardo,15,0,Australian,1989-07-01,mclaren
10,tsunoda,11,0,Japanese,2000-05-11,alphatauri
10,zhou,5,0,Chinese,1999-05-30,alfa
10,mick_schumacher,4,0,German,1999-03-22,haas
10,albon,3,0,Thai,1996-03-23,williams
10,stroll,3,0,Canadian,1998-10-29,aston_martin
10,latifi,0,0,Canadian,1995-06-29,williams
10,hulkenberg,0,0,German,1987-08-19,aston_martin
11,max_verstappen,208,6,Dutch,1997-09-30,red_bull
11,leclerc,170,3,Monegasque,1997-10-16,ferrari
11,perez,151,1,Mexican,1990-01-26,red_bull
11,sainz,133,1,Spanish,1994-09-01,ferrari
11,russell,128,0,British,1998-02-15,mercedes
11,hamilton,109,0,British,1985-01-07,mercedes
11,norris,64,0,British,1999-11-13,mclaren
11,ocon,52,0,French,1996-09-17,alpine
11,bottas,46,0,Finnish,1989-08-28,alfa
11,alonso,29,0,Spanish,1981-07-29,alpine
11,kevin_magnussen,22,0,Danish,1992-10-05,haas
11,ricciardo,17,0,Australian,1989-07-01,mclaren
11,gasly,16,0,French,1996-02-07,alphatauri
11,vettel,15,0,German,1987-07-03,aston_martin
11,mick_schumacher,12,0,German,1999-03-22,haas
11,tsunoda,11,0,Japanese,2000-05-11,alphatauri
11,zhou,5,0,Chinese,1999-05-30,alfa
11,albon,3,0,Thai,1996-03-23,williams
11,stroll,3,0,Canadian,1998-10-29,aston_martin
11,latifi,0,0,Canadian,1995-06-29,williams
11,hulkenberg,0,0,German,1987-08-19,aston_martin
12,max_verstappen,233,7,Dutch,1997-09-30,red_bull
12,leclerc,170,3,Monegasque,1997-10-16,ferrari
12,perez,163,1,Mexican,1990-01-26,red_bull
12,sainz,144,1,Spanish,1994-09-01,ferrari
12,russell,143,0,British,1998-02-15,mercedes
12,hamilton,127,0,British,1985-01-07,mercedes
12,norris,70,0,British,1999-11-13,mclaren
12,ocon,56,0,French,1996-09-17,alpine
12,bottas,46,0,Finnish,1989-08-28,alfa
12,alonso,37,0,Spanish,1981-07-29,alpine
12,kevin_magnussen,22,0,Danish,1992-10-05,haas
12,ricciardo,19,0,Australian,1989-07-01,mclaren
12,gasly,16,0,French,1996-02-07,alphatauri
12,vettel,15,0,German,1987-07-03,aston_martin
12,mick_schumacher,12,0,German,1999-03-22,haas
12,tsunoda,11,0,Japanese,2000-05-11,alphatauri
12,zhou,5,0,Chinese,1999-05-30,alfa
12,stroll,4,0,Canadian,1998-10-29,aston_martin
12,albon,3,0,Thai,1996-03-23,williams
12,latifi,0,0,Canadian,1995-06-29,williams
12,hulkenberg,0,0,German,1987-08-19,aston_martin
13,max_verstappen,258,8,Dutch,1997-09-30,red_bull
13,leclerc,178,3,Monegasque,1997-10-16,ferrari
13,perez,173,1,Mexican,1990-01-26,red_bull
13,russell,158,0,British,1998-02-15,mercedes
13,sainz,156,1,Spanish,1994-09-01,ferrari
13,hamilton,146,0,British,1985-01-07,mercedes
13,norris,76,0,British,1999-11-13,mclaren
13,ocon,58,0,French,1996-09-17,alpine
13,bottas,46,0,Finnish,1989-08-28,alfa
13,alonso,41,0,Spanish,1981-07-29,alpine
13,kevin_magnussen,22,0,Danish,1992-10-05,haas
13,ricciardo,19,0,Australian,1989-07-01,mclaren
13,gasly,16,0,French,1996-02-07,alphatauri
13,vettel,16,0,German,1987-07-03,aston_martin
13,mick_schumacher,12,0,German,1999-03-22,haas
13,tsunoda,11,0,Japanese,2000-05-11,alphatauri
13,zhou,5,0,Chinese,1999-05-30,alfa
13,stroll,4,0,Canadian,1998-10-29,aston_martin
13,albon,3,0,Thai,1996-03-23,williams
13,latifi,0,0,Canadian,1995-06-29,williams
13,hulkenberg,0,0,German,1987-08-19,aston_martin
14,max_verstappen,284,9,Dutch,1997-09-30,red_bull
14,perez,191,1,Mexican,1990-01-26,red_bull
14,leclerc,186,3,Monegasque,1997-10-16,ferrari
14,sainz,171,1,Spanish,1994-09-01,ferrari
14,russell,170,0,British,1998-02-15,mercedes
14,hamilton,146,0,British,1985-01-07,mercedes
14,norris,76,0,British,1999-11-13,mclaren
14,ocon,64,0,French,1996-09-17,alpine
14,alonso,51,0,Spanish,1981-07-29,alpine
14,bottas,46,0,Finnish,1989-08-28,alfa
14,kevin_magnussen,22,0,Danish,1992-10-05,haas
14,vettel,20,0,German,1987-07-03,aston_martin
14,ricciardo,19,0,Australian,1989-07-01,mclaren
14,gasly,18,0,French,1996-02-07,alphatauri
14,mick_schumacher,12,0,German,1999-03-22,haas
14,tsunoda,11,0,Japanese,2000-05-11,alphatauri
14,zhou,5,0,Chinese,1999-05-30,alfa
14,albon,4,0,Thai,1996-03-23,williams
14,stroll,4,0,Canadian,1998-10-29,aston_martin
14,latifi,0,0,Canadian,1995-06-29,williams
14,hulkenberg,0,0,German,1987-08-19,aston_martin
15,max_verstappen,310,10,Dutch,1997-09-30,red_bull
15,leclerc,201,3,Monegasque,1997-10-16,ferrari
15,perez,201,1,Mexican,1990-01-26,red_bull
15,russell,188,0,British,1998-02-15,mercedes
15,sainz,175,1,Spanish,1994-09-01,ferrari
15,hamilton,158,0,British,1985-01-07,mercedes
15,norris,82,0,British,1999-11-13,mclaren
15,ocon,66,0,French,1996-09-17,alpine
15,alonso,59,0,Spanish,1981-07-29,alpine
15,bottas,46,0,Finnish,1989-08-28,alfa
15,kevin_magnussen,22,0,Danish,1992-10-05,haas
15,vettel,20,0,German,1987-07-03,aston_martin
15,ricciardo,19,0,Australian,1989-07-01,mclaren
15,gasly,18,0,French,1996-02-07,alphatauri
15,mick_schumacher,12,0,German,1999-03-22,haas
15,tsunoda,11,0,Japanese,2000-05-11,alphatauri
15,zhou,5,0,Chinese,1999-05-30,alfa
15,stroll,5,0,Canadian,1998-10-29,aston_martin
15,albon,4,0,Thai,1996-03-23,williams
15,latifi,0,0,Canadian,1995-06-29,williams
15,hulkenberg,0,0,German,1987-08-19,aston_martin
16,max_verstappen,335,11,Dutch,1997-09-30,red_bull
16,leclerc,219,3,Monegasque,1997-10-16,ferrari
16,perez,210,1,Mexican,1990-01-26,red_bull
16,russell,203,0,British,1998-02-15,mercedes
16,sainz,187,1,Spanish,1994-09-01,ferrari
16,hamilton,168,0,British,1985-01-07,mercedes
16,norris,88,0,British,1999-11-13,mclaren
16,ocon,66,0,French,1996-09-17,alpine
16,alonso,59,0,Spanish,1981-07-29,alpine
16,bottas,46,0,Finnish,1989-08-28,alfa
16,gasly,22,0,French,1996-02-07,alphatauri
16,kevin_magnussen,22,0,Danish,1992-10-05,haas
16,vettel,20,0,German,1987-07-03,aston_martin
16,ricciardo,19,0,Australian,1989-07-01,mclaren
16,mick_schumacher,12,0,German,1999-03-22,haas
16,tsunoda,11,0,Japanese,2000-05-11,alphatauri
16,zhou,6,0,Chinese,1999-05-30,alfa
16,stroll,5,0,Canadian,1998-10-29,aston_martin
16,albon,4,0,Thai,1996-03-23,williams
16,de_vries,2,0,Dutch,1995-02-06,williams
16,latifi,0,0,Canadian,1995-06-29,williams
16,hulkenberg,0,0,German,1987-08-19,aston_martin
17,max_verstappen,341,11,Dutch,1997-09-30,red_bull
17,leclerc,237,3,Monegasque,1997-10-16,ferrari
17,perez,235,2,Mexican,1990-01-26,red_bull
17,russell,203,0,British,1998-02-15,mercedes
17,sainz,202,1,Spanish,1994-09-01,ferrari
17,hamilton,170,0,British,1985-01-07,mercedes
17,norris,100,0,British,1999-11-13,mclaren
17,ocon,66,0,French,1996-09-17,alpine
17,alonso,59,0,Spanish,1981-07-29,alpine
17,bottas,46,0,Finnish,1989-08-28,alfa
17,ricciardo,29,0,Australian,1989-07-01,mclaren
17,vettel,24,0,German,1987-07-03,aston_martin
17,gasly,23,0,French,1996-02-07,alphatauri
17,kevin_magnussen,22,0,Danish,1992-10-05,haas
17,stroll,13,0,Canadian,1998-10-29,aston_martin
17,mick_schumacher,12,0,German,1999-03-22,haas
17,tsunoda,11,0,Japanese,2000-05-11,alphatauri
17,zhou,6,0,Chinese,1999-05-30,alfa
17,albon,4,0,Thai,1996-03-23,williams
17,de_vries,2,0,Dutch,1995-02-06,williams
17,latifi,0,0,Canadian,1995-06-29,williams
17,hulkenberg,0,0,German,1987-08-19,aston_martin
18,max_verstappen,366,12,Dutch,1997-09-30,red_bull
18,perez,253,2,Mexican,1990-01-26,red_bull
18,leclerc,252,3,Monegasque,1997-10-16,ferrari
18,russell,207,0,British,1998-02-15,mercedes
18,sainz,202,1,Spanish,1994-09-01,ferrari
18,hamilton,180,0,British,1985-01-07,mercedes
18,norris,101,0,British,1999-11-13,mclaren
18,ocon,78,0,French,1996-09-17,alpine
18,alonso,65,0,Spanish,1981-07-29,alpine
18,bottas,46,0,Finnish,1989-08-28,alfa
18,vettel,32,0,German,1987-07-03,aston_martin
18,ricciardo,29,0,Australian,1989-07-01,mclaren
18,gasly,23,0,French,1996-02-07,alphatauri
18,kevin_magnussen,22,0,Danish,1992-10-05,haas
18,stroll,13,0,Canadian,1998-10-29,aston_martin
18,mick_schumacher,12,0,German,1999-03-22,haas
18,tsunoda,11,0,Japanese,2000-05-11,alphatauri
18,zhou,6,0,Chinese,1999-05-30,alfa
18,albon,4,0,Thai,1996-03-23,williams
18,latifi,2,0,Canadian,1995-06-29,williams
18,de_vries,2,0,Dutch,1995-02-06,williams
18,hulkenberg,0,0,German,1987-08-19,aston_martin
19,max_verstappen,391,13,Dutch,1997-09-30,red_bull
19,leclerc,267,3,Monegasque,1997-10-16,ferrari
19,perez,265,2,Mexican,1990-01-26,red_bull
19,russell,218,0,British,1998-02-15,mercedes
19,sainz,202,1,Spanish,1994-09-01,ferrari
19,hamilton,198,0,British,1985-01-07,mercedes
19,norris,109,0,British,1999-11-13,mclaren
19,ocon,78,0,French,1996-09-17,alpine
19,alonso,71,0,Spanish,1981-07-29,alpine
19,bottas,46,0,Finnish,1989-08-28,alfa
19,vettel,36,0,German,1987-07-03,aston_martin
19,ricciardo,29,0,Australian,1989-07-01,mclaren
19,kevin_magnussen,24,0,Danish,1992-10-05,haas
19,gasly,23,0,French,1996-02-07,alphatauri
19,stroll,13,0,Canadian,1998-10-29,aston_martin
19,mick_schumacher,12,0,German,1999-03-22,haas
19,tsunoda,12,0,Japanese,2000-05-11,alphatauri
19,zhou,6,0,Chinese,1999-05-30,alfa
19,albon,4,0,Thai,1996-03-23,williams
19,latifi,2,0,Canadian,1995-06-29,williams
19,de_vries,2,0,Dutch,1995-02-06,williams
19,hulkenberg,0,0,German,1987-08-19,aston_martin
20,max_verstappen,416,14,Dutch,1997-09-30,red_bull
20,perez,280,2,Mexican,1990-01-26,red_bull
20,leclerc,275,3,Monegasque,1997-10-16,ferrari
20,russell,231,0,British,1998-02-15,mercedes
20,hamilton,216,0,British,1985-01-07,mercedes
20,sainz,212,1,Spanish,1994-09-01,ferrari
20,norris,111,0,British,1999-11-13,mclaren
20,ocon,82,0,French,1996-09-17,alpine
20,alonso,71,0,Spanish,1981-07-29,alpine
20,bottas,47,0,Finnish,1989-08-28,alfa
20,vettel,36,0,German,1987-07-03,aston_martin
20,ricciardo,35,0,Australian,1989-07-01,mclaren
20,kevin_magnussen,24,0,Danish,1992-10-05,haas
20,gasly,23,0,French,1996-02-07,alphatauri
20,stroll,13,0,Canadian,1998-10-29,aston_martin
20,mick_schumacher,12,0,German,1999-03-22,haas
20,tsunoda,12,0,Japanese,2000-05-11,alphatauri
20,zhou,6,0,Chinese,1999-05-30,alfa
20,albon,4,0,Thai,1996-03-23,williams
20,latifi,2,0,Canadian,1995-06-29,williams
20,de_vries,2,0,Dutch,1995-02-06,williams
20,hulkenberg,0,0,German,1987-08-19,aston_martin
21,max_verstappen,429,14,Dutch,1997-09-30,red_bull
21,leclerc,290,3,Monegasque,1997-10-16,ferrari
21,perez,290,2,Mexican,1990-01-26,red_bull
21,russell,265,1,British,1998-02-15,mercedes
21,hamilton,240,0,British,1985-01-07,mercedes
21,sainz,234,1,Spanish,1994-09-01,ferrari
21,norris,113,0,British,1999-11-13,mclaren
21,ocon,86,0,French,1996-09-17,alpine
21,alonso,81,0,Spanish,1981-07-29,alpine
21,bottas,49,0,Finnish,1989-08-28,alfa
21,vettel,36,0,German,1987-07-03,aston_martin
21,ricciardo,35,0,Australian,1989-07-01,mclaren
21,kevin_magnussen,25,0,Danish,1992-10-05,haas
21,gasly,23,0,French,1996-02-07,alphatauri
21,stroll,14,0,Canadian,1998-10-29,aston_martin
21,mick_schumacher,12,0,German,1999-03-22,haas
21,tsunoda,12,0,Japanese,2000-05-11,alphatauri
21,zhou,6,0,Chinese,1999-05-30,alfa
21,albon,4,0,Thai,1996-03-23,williams
21,latifi,2,0,Canadian,1995-06-29,williams
21,de_vries,2,0,Dutch,1995-02-06,williams
21,hulkenberg,0,0,German,1987-08-19,aston_martin
22,max_verstappen,454,15,Dutch,1997-09-30,red_bull
22,leclerc,308,3,Monegasque,1997-10-16,ferrari
22,perez,305,2,Mexican,1990-01-26,red_bull
22,russell,275,1,British,1998-02-15,mercedes
22,sainz,246,1,Spanish,1994-09-01,ferrari
22,hamilton,240,0,British,1985-01-07,mercedes
22,norris,122,0,British,1999-11-13,mclaren
22,ocon,92,0,French,1996-09-17,alpine
22,alonso,81,0,Spanish,1981-07-29,alpine
22,bottas,49,0,Finnish,1989-08-28,alfa
22,ricciardo,37,0,Australian,1989-07-01,mclaren
22,vettel,37,0,German,1987-07-03,aston_martin
22,kevin_magnussen,25,0,Danish,1992-10-05,haas
22,gasly,23,0,French,1996-02-07,alphatauri
22,stroll,18,0,Canadian,1998-10-29,aston_martin
22,mick_schumacher,12,0,German,1999-03-22,haas
22,tsunoda,12,0,Japanese,2000-05-11,alphatauri
22,zhou,6,0,Chinese,1999-05-30,alfa
22,albon,4,0,Thai,1996-03-23,williams
22,latifi,2,0,Canadian,1995-06-29,williams
22,de_vries,2,0,Dutch,1995-02-06,williams
22,hulkenberg,0,0,German,1987-08-19,aston_martin
